,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
0,1,2014-09-03,Металлург Мг,Динамо М,3:1,2:0,1:0,:,:
1,2,2014-09-04,Амур,Адмирал,1:2,2:1,2:1,:,:
2,3,2014-09-04,Авангард,Металлург Нк,0:0,0:1,0:0,:,:
3,4,2014-09-04,Барыс,Салават Юлаев,3:0,0:4,2:0,:,:
4,5,2014-09-04,Ак Барс,Автомобилист,0:0,3:1,0:1,:,:
5,6,2014-09-04,Лада,Югра,1:1,0:1,1:3,:,:
6,7,2014-09-04,Нефтехимик,Трактор,2:0,1:0,1:1,:,:
7,8,2014-09-04,Северсталь,Торпедо НН,0:0,0:0,0:2,:,:
8,9,2014-09-04,СКА,Локомотив,2:2,2:1,1:0,:,:
9,10,2014-09-04,Йокерит,Динамо Мн,1:1,1:1,2:2,0:1,:
10,11,2014-09-04,Слован,Медвешчак,2:0,1:1,2:1,:,:
11,12,2014-09-05,Динамо М,ЦСКА,1:2,0:1,0:1,:,:
12,13,2014-09-06,Авангард,Адмирал,1:0,2:1,1:1,:,:
13,14,2014-09-06,Сибирь,Металлург Нк,3:0,2:1,1:0,:,:
14,15,2014-09-06,Автомобилист,Медвешчак,0:1,2:1,1:0,:,:
15,16,2014-09-06,Барыс,Амур,1:0,1:2,0:0,0:0,1:0
16,17,2014-09-06,Металлург Мг,Слован,1:2,1:0,0:1,:,:
17,18,2014-09-06,Салават Юлаев,Витязь,2:1,0:0,4:0,:,:
18,19,2014-09-06,Ак Барс,Атлант,0:1,0:1,1:2,:,:
19,20,2014-09-06,Северсталь,Трактор,2:2,0:0,0:1,:,:
20,21,2014-09-06,Торпедо НН,Югра,1:0,0:1,0:2,:,:
21,22,2014-09-06,СКА,ХК Сочи,0:1,2:0,1:1,:,:
22,23,2014-09-06,Динамо Р,Динамо Мн,0:1,1:0,3:1,:,:
23,24,2014-09-06,Йокерит,Локомотив,1:1,2:0,0:1,:,:
24,25,2014-09-08,Авангард,Витязь,2:4,2:1,4:0,:,:
25,26,2014-09-08,Автомобилист,Слован,0:0,1:1,0:2,:,:
26,27,2014-09-08,Барыс,Адмирал,3:0,0:0,1:0,:,:
27,28,2014-09-08,Металлург Мг,Атлант,1:0,0:1,3:0,:,:
28,29,2014-09-08,Салават Юлаев,Амур,0:2,0:1,3:2,:,:
29,30,2014-09-08,Ак Барс,Медвешчак,1:0,2:0,1:2,:,:
30,31,2014-09-08,Лада,Нефтехимик,1:2,2:1,0:0,1:0,:
31,32,2014-09-08,Северсталь,Динамо М,1:1,1:1,0:1,:,:
32,33,2014-09-08,Торпедо НН,Трактор,1:2,2:2,1:0,0:0,0:1
33,34,2014-09-08,ЦСКА,Югра,2:0,1:0,1:3,:,:
34,35,2014-09-08,СКА,Динамо Мн,1:1,2:1,2:0,:,:
35,36,2014-09-08,Йокерит,ХК Сочи,1:0,1:0,1:0,:,:
36,37,2014-09-08,Динамо Р,Локомотив,0:0,2:3,0:2,:,:
37,38,2014-09-09,Металлург Нк,Сибирь,2:1,0:0,0:1,0:1,:
38,39,2014-09-10,Авангард,Амур,3:0,1:1,0:0,:,:
39,40,2014-09-10,Автомобилист,Атлант,1:1,0:1,2:1,0:0,0:1
40,41,2014-09-10,Барыс,Витязь,0:1,0:1,0:0,:,:
41,42,2014-09-10,Металлург Мг,Медвешчак,2:0,1:0,3:0,:,:
42,43,2014-09-10,Салават Юлаев,Адмирал,1:3,3:1,2:0,:,:
43,44,2014-09-10,Ак Барс,Слован,2:2,0:0,2:1,:,:
44,45,2014-09-10,Северсталь,Югра,0:1,4:1,0:0,:,:
45,46,2014-09-10,ЦСКА,Трактор,1:0,0:0,1:0,:,:
46,47,2014-09-10,Динамо Р,ХК Сочи,0:0,0:1,1:1,:,:
47,48,2014-09-11,Нефтехимик,Лада,3:0,1:2,0:0,:,:
48,49,2014-09-12,Динамо Мн,Атлант,1:0,1:0,1:2,:,:
49,50,2014-09-13,Металлург Нк,Барыс,0:2,2:3,0:0,:,:
50,51,2014-09-13,Сибирь,Авангард,0:1,2:2,1:2,:,:
51,52,2014-09-13,Трактор,Йокерит,1:0,0:2,0:0,:,:
52,53,2014-09-13,Витязь,Автомобилист,0:1,1:0,5:0,:,:
53,54,2014-09-13,Динамо М,Ак Барс,1:1,2:1,0:0,:,:
54,55,2014-09-13,Лада,СКА,0:2,1:0,1:2,:,:
55,56,2014-09-13,Локомотив,Металлург Мг,0:2,0:1,1:1,:,:
56,57,2014-09-13,Нефтехимик,Динамо Р,0:0,2:3,0:0,:,:
57,58,2014-09-14,Амур,Салават Юлаев,0:0,0:1,0:1,:,:
58,59,2014-09-14,Динамо Мн,ЦСКА,2:0,1:1,0:1,:,:
59,60,2014-09-14,Слован,Торпедо НН,1:2,1:0,0:0,0:0,0:1
60,61,2014-09-14,Медвешчак,Северсталь,2:0,2:1,1:1,:,:
61,62,2014-09-15,Амур,Салават Юлаев,0:1,1:2,1:0,:,:
62,63,2014-09-15,Металлург Нк,Авангард,0:0,0:1,1:0,1:0,:
63,64,2014-09-15,Сибирь,Барыс,1:1,0:0,3:0,:,:
64,65,2014-09-15,Трактор,СКА,0:4,2:2,0:0,:,:
65,66,2014-09-15,Югра,Йокерит,0:0,1:1,0:0,0:1,:
66,67,2014-09-15,Витязь,Металлург Мг,0:1,0:1,1:2,:,:
67,68,2014-09-15,Лада,Динамо Р,2:1,0:0,0:1,1:0,:
68,69,2014-09-15,Локомотив,Ак Барс,1:2,1:0,0:0,0:0,0:1
69,70,2014-09-15,ХК Сочи,Автомобилист,2:2,2:0,2:1,:,:
70,71,2014-09-16,Атлант,ЦСКА,0:0,0:3,0:0,:,:
71,72,2014-09-16,Слован,Северсталь,0:2,0:1,0:0,:,:
72,73,2014-09-16,Медвешчак,Торпедо НН,1:2,0:0,0:2,:,:
73,74,2014-09-17,Амур,Авангард,0:1,0:3,0:0,:,:
74,75,2014-09-17,Адмирал,Барыс,2:1,1:1,0:0,:,:
75,76,2014-09-17,Металлург Нк,Салават Юлаев,0:0,2:1,1:1,:,:
76,77,2014-09-17,Трактор,Динамо Р,0:1,1:0,0:0,0:0,1:0
77,78,2014-09-17,Югра,СКА,0:4,2:0,1:0,:,:
78,79,2014-09-17,Локомотив,Автомобилист,0:0,0:0,2:0,:,:
79,80,2014-09-17,Нефтехимик,Йокерит,1:4,3:1,1:2,:,:
80,81,2014-09-17,ХК Сочи,Ак Барс,0:4,0:0,0:1,:,:
81,82,2014-09-17,Динамо М,Металлург Мг,0:0,0:0,0:0,0:0,0:1
82,83,2014-09-18,Амур,Авангард,0:0,1:0,0:1,0:0,1:0
83,84,2014-09-18,Адмирал,Барыс,0:1,2:0,2:1,:,:
84,85,2014-09-18,Атлант,Торпедо НН,1:0,1:0,1:1,:,:
85,86,2014-09-18,Динамо Мн,Северсталь,0:0,3:1,0:2,0:0,0:1
86,87,2014-09-18,Медвешчак,ЦСКА,1:2,1:0,0:1,:,:
87,88,2014-09-19,Сибирь,Салават Юлаев,0:0,2:1,1:0,:,:
88,89,2014-09-19,Югра,Динамо Р,2:1,0:1,3:0,:,:
89,90,2014-09-19,Витязь,Ак Барс,1:0,1:0,0:2,0:1,:
90,91,2014-09-19,Лада,Йокерит,0:1,0:1,1:0,:,:
91,92,2014-09-19,Нефтехимик,СКА,1:2,0:0,0:3,:,:
92,93,2014-09-19,ХК Сочи,Металлург Мг,1:0,0:1,0:1,:,:
93,94,2014-09-19,Динамо М,Автомобилист,2:1,1:1,1:0,:,:
94,95,2014-09-20,Атлант,Северсталь,0:3,2:1,0:1,:,:
95,96,2014-09-20,Динамо Мн,Торпедо НН,1:0,2:0,0:0,:,:
96,97,2014-09-20,Слован,ЦСКА,0:1,0:1,1:2,:,:
97,98,2014-09-21,Барыс,Металлург Нк,0:0,0:0,0:0,1:0,:
98,99,2014-09-21,Динамо М,Трактор,1:0,1:0,2:1,:,:
99,100,2014-09-21,Медвешчак,Лада,1:0,0:1,4:0,:,:
100,101,2014-09-22,Авангард,Локомотив,1:0,2:2,1:0,:,:
101,102,2014-09-23,Автомобилист,Металлург Нк,0:3,0:0,2:0,:,:
102,103,2014-09-23,Металлург Мг,Сибирь,1:0,0:1,1:0,:,:
103,104,2014-09-23,Салават Юлаев,Динамо М,2:0,0:3,0:1,:,:
104,105,2014-09-23,Югра,Трактор,2:1,1:0,0:2,0:0,0:1
105,106,2014-09-23,Ак Барс,Амур,1:1,2:0,0:0,:,:
106,107,2014-09-23,Северсталь,Нефтехимик,0:1,1:1,1:0,0:0,0:1
107,108,2014-09-23,Торпедо НН,Динамо Мн,0:0,1:1,0:0,0:1,:
108,109,2014-09-23,ЦСКА,Лада,0:0,1:0,2:0,:,:
109,110,2014-09-23,СКА,Адмирал,0:1,2:2,2:0,:,:
110,111,2014-09-23,Йокерит,Витязь,2:1,0:2,1:1,:,:
111,112,2014-09-23,Динамо Р,Атлант,1:1,2:0,1:1,:,:
112,113,2014-09-24,Барыс,Локомотив,1:0,1:2,1:1,0:0,0:1
113,114,2014-09-24,Слован,Медвешчак,0:0,1:2,0:2,:,:
114,115,2014-09-25,Автомобилист,Сибирь,2:1,0:1,0:0,0:1,:
115,116,2014-09-25,Металлург Мг,Амур,0:2,5:0,2:0,:,:
116,117,2014-09-25,Ак Барс,Металлург Нк,1:1,0:0,0:0,0:0,0:1
117,118,2014-09-25,Северсталь,Динамо Мн,0:0,1:2,0:1,:,:
118,119,2014-09-25,Торпедо НН,Лада,2:0,0:0,1:0,:,:
119,120,2014-09-25,ХК Сочи,Динамо М,0:1,0:0,0:0,:,:
120,121,2014-09-25,ЦСКА,Нефтехимик,4:2,1:0,1:1,:,:
121,122,2014-09-25,СКА,Атлант,2:1,3:2,0:1,:,:
122,123,2014-09-25,Йокерит,Адмирал,1:1,2:2,4:0,:,:
123,124,2014-09-25,Динамо Р,Витязь,0:0,0:0,0:0,0:0,0:1
124,125,2014-09-26,Салават Юлаев,Локомотив,0:0,3:0,2:2,:,:
125,126,2014-09-26,Трактор,Югра,2:0,1:0,1:2,:,:
126,127,2014-09-26,Медвешчак,Слован,0:1,0:0,1:2,:,:
127,128,2014-09-27,Авангард,ХК Сочи,3:0,3:1,2:0,:,:
128,129,2014-09-27,Автомобилист,Амур,1:0,1:1,1:0,:,:
129,130,2014-09-27,Барыс,Динамо М,0:0,1:2,0:0,:,:
130,131,2014-09-27,Металлург Мг,Металлург Нк,1:0,2:1,1:0,:,:
131,132,2014-09-27,Ак Барс,Сибирь,4:0,0:0,1:2,:,:
132,133,2014-09-27,Северсталь,Лада,3:1,0:1,1:1,:,:
133,134,2014-09-27,СКА,Витязь,1:0,1:1,5:0,:,:
134,135,2014-09-27,Торпедо НН,Нефтехимик,0:0,3:2,2:3,0:1,:
135,136,2014-09-27,ЦСКА,Динамо Мн,1:0,1:0,0:0,:,:
136,137,2014-09-27,Динамо Р,Адмирал,1:0,1:1,2:1,:,:
137,138,2014-09-27,Йокерит,Атлант,2:1,2:1,0:0,:,:
138,139,2014-09-29,Локомотив,ХК Сочи,0:1,3:0,1:0,:,:
139,140,2014-09-29,Слован,Динамо Мн,0:0,1:1,1:1,0:0,1:0
140,647,2014-09-29,Йокерит,Динамо Р,1:1,1:1,1:0,:,:
141,840,2014-09-29,Медвешчак,СКА,1:2,0:2,0:1,:,:
142,141,2014-09-30,Амур,Северсталь,0:1,1:3,3:1,:,:
143,142,2014-09-30,Адмирал,Торпедо НН,0:1,1:0,3:0,:,:
144,143,2014-09-30,Сибирь,ЦСКА,0:0,1:1,1:2,:,:
145,144,2014-09-30,Автомобилист,Металлург Мг,0:2,1:2,0:0,:,:
146,145,2014-09-30,Трактор,Авангард,0:0,1:3,1:1,:,:
147,146,2014-09-30,Югра,Барыс,0:0,0:0,1:2,:,:
148,147,2014-09-30,Лада,Салават Юлаев,0:1,0:0,0:1,:,:
149,148,2014-09-30,Нефтехимик,Ак Барс,2:0,0:2,0:1,:,:
150,149,2014-09-30,Динамо М,Витязь,4:1,1:2,1:1,:,:
151,150,2014-10-01,Атлант,Йокерит,1:2,1:0,1:1,0:1,:
152,151,2014-10-01,Слован,Динамо Р,4:0,0:1,1:0,:,:
153,152,2014-10-01,Медвешчак,СКА,0:2,0:2,0:1,:,:
154,153,2014-10-02,Амур,Торпедо НН,0:2,2:1,0:4,:,:
155,154,2014-10-02,Адмирал,Северсталь,2:2,2:2,0:0,0:0,1:0
156,155,2014-10-02,Металлург Нк,ЦСКА,1:3,0:1,0:2,:,:
157,156,2014-10-02,Автомобилист,Ак Барс,1:3,1:0,1:2,:,:
158,157,2014-10-02,Трактор,Барыс,1:2,1:1,2:3,:,:
159,158,2014-10-02,Югра,Авангард,0:0,3:2,0:0,:,:
160,159,2014-10-02,Лада,Металлург Мг,1:1,2:0,0:1,:,:
161,160,2014-10-02,Локомотив,Динамо М,1:0,3:1,0:1,:,:
162,161,2014-10-02,Нефтехимик,Салават Юлаев,0:0,0:3,0:1,:,:
163,162,2014-10-03,Атлант,СКА,1:0,2:0,1:3,:,:
164,163,2014-10-03,Динамо Мн,Йокерит,1:3,1:0,0:0,:,:
165,164,2014-10-03,Медвешчак,Динамо Р,1:0,1:1,1:1,:,:
166,165,2014-10-04,Адмирал,ЦСКА,0:0,0:4,0:1,:,:
167,166,2014-10-04,Металлург Нк,Торпедо НН,0:3,1:2,0:1,:,:
168,167,2014-10-04,Сибирь,Северсталь,0:0,0:0,1:0,:,:
169,168,2014-10-04,Трактор,Салават Юлаев,0:1,0:0,1:0,0:1,:
170,169,2014-10-04,Югра,Металлург Мг,1:2,0:0,0:0,:,:
171,170,2014-10-04,Лада,Барыс,0:0,0:0,1:1,0:0,1:0
172,171,2014-10-04,Нефтехимик,Авангард,0:0,0:1,3:3,:,:
173,172,2014-10-05,Ак Барс,Автомобилист,1:1,0:0,1:0,:,:
174,173,2014-10-05,Витязь,Локомотив,1:0,0:1,2:1,:,:
175,174,2014-10-05,Динамо М,ХК Сочи,0:0,1:0,0:1,1:0,:
176,175,2014-10-06,Амур,ЦСКА,1:2,0:0,0:0,:,:
177,176,2014-10-06,Сибирь,Торпедо НН,1:0,0:3,1:0,:,:
178,177,2014-10-06,Металлург Нк,Северсталь,1:2,0:2,2:3,:,:
179,178,2014-10-06,Югра,Салават Юлаев,0:0,0:2,1:0,:,:
180,179,2014-10-06,Лада,Авангард,1:0,1:0,1:1,:,:
181,180,2014-10-06,Нефтехимик,Барыс,1:1,3:1,0:2,0:0,0:1
182,181,2014-10-06,СКА,Слован,1:0,3:1,3:1,:,:
183,182,2014-10-06,Йокерит,Медвешчак,0:1,2:2,0:0,:,:
184,183,2014-10-06,Динамо Р,Динамо Мн,0:1,1:0,0:2,:,:
185,184,2014-10-07,Витязь,ХК Сочи,0:2,2:1,0:1,:,:
186,185,2014-10-07,Динамо М,Локомотив,0:0,0:0,2:0,:,:
187,186,2014-10-08,Атлант,Йокерит,1:1,0:2,1:0,:,:
188,187,2014-10-08,СКА,Медвешчак,1:0,1:1,3:1,:,:
189,188,2014-10-08,Динамо Р,Слован,0:1,1:2,0:1,:,:
190,189,2014-10-09,Автомобилист,Трактор,1:0,0:0,1:2,0:0,1:0
191,190,2014-10-09,Металлург Мг,Адмирал,1:1,1:2,1:1,:,:
192,191,2014-10-09,Северсталь,Витязь,3:2,0:1,0:1,:,:
193,192,2014-10-09,Торпедо НН,Динамо М,2:0,0:1,1:0,:,:
194,193,2014-10-09,ЦСКА,ХК Сочи,2:0,2:0,2:2,:,:
195,459,2014-10-09,Лада,Ак Барс,0:1,1:1,1:0,0:1,:
196,194,2014-10-10,Авангард,Металлург Нк,0:1,0:0,0:1,:,:
197,195,2014-10-10,Барыс,Сибирь,2:0,4:1,0:2,:,:
198,196,2014-10-10,Салават Юлаев,Амур,1:1,3:1,3:0,:,:
199,197,2014-10-10,СКА,Йокерит,0:0,2:0,2:1,:,:
200,198,2014-10-10,Динамо Мн,Слован,0:0,3:0,1:1,:,:
201,199,2014-10-10,Динамо Р,Медвешчак,0:0,3:2,1:1,:,:
202,200,2014-10-11,Автомобилист,Адмирал,3:1,1:0,1:0,:,:
203,201,2014-10-11,Металлург Мг,Югра,2:2,2:2,1:0,:,:
204,202,2014-10-11,Ак Барс,Трактор,1:0,1:0,1:0,:,:
205,203,2014-10-11,Нефтехимик,Лада,0:2,1:1,0:1,:,:
206,204,2014-10-11,ЦСКА,Витязь,0:0,1:0,0:0,:,:
207,205,2014-10-12,Авангард,Амур,1:0,2:1,1:0,:,:
208,206,2014-10-12,Барыс,Металлург Нк,2:1,0:1,2:2,0:0,0:1
209,207,2014-10-12,Салават Юлаев,Сибирь,0:0,2:0,0:3,:,:
210,208,2014-10-12,Атлант,Медвешчак,2:0,1:1,2:1,:,:
211,209,2014-10-12,Динамо М,Северсталь,2:1,3:0,0:0,:,:
212,210,2014-10-12,Локомотив,Торпедо НН,1:1,2:2,0:0,0:0,0:1
213,211,2014-10-12,Слован,Йокерит,1:1,0:2,1:1,:,:
214,212,2014-10-13,Автомобилист,Югра,0:0,1:0,0:0,:,:
215,213,2014-10-13,Металлург Мг,Трактор,2:0,3:0,1:1,:,:
216,214,2014-10-13,Ак Барс,Адмирал,2:0,1:2,1:1,:,:
217,215,2014-10-13,СКА,Динамо Р,0:0,1:0,1:1,:,:
218,216,2014-10-14,Авангард,Сибирь,0:1,0:0,1:2,:,:
219,217,2014-10-14,Барыс,Амур,2:0,2:0,1:0,:,:
220,218,2014-10-14,Салават Юлаев,Металлург Нк,2:0,0:0,1:0,:,:
221,219,2014-10-14,Витязь,Торпедо НН,0:1,0:1,3:0,:,:
222,220,2014-10-14,Локомотив,Северсталь,1:0,2:1,2:2,:,:
223,221,2014-10-14,ХК Сочи,ЦСКА,0:2,1:0,1:4,:,:
224,222,2014-10-14,Динамо Мн,Атлант,1:1,1:1,0:0,0:0,0:1
225,223,2014-10-14,Медвешчак,Слован,1:0,0:0,0:0,:,:
226,224,2014-10-15,Лада,Трактор,1:2,2:2,0:0,:,:
227,225,2014-10-15,Нефтехимик,Югра,0:0,2:2,1:1,0:1,:
228,226,2014-10-15,Йокерит,Динамо Р,2:0,2:0,1:2,:,:
229,227,2014-10-16,Торпедо НН,Северсталь,0:1,2:0,0:1,0:0,0:1
230,228,2014-10-16,СКА,ЦСКА,1:1,2:2,1:0,:,:
231,229,2014-10-17,Амур,ХК Сочи,0:0,0:0,0:2,:,:
232,230,2014-10-17,Адмирал,Динамо М,0:1,1:2,0:1,:,:
233,231,2014-10-17,Металлург Нк,Витязь,0:1,2:1,0:3,:,:
234,232,2014-10-17,Сибирь,Локомотив,0:1,0:3,1:0,:,:
235,233,2014-10-17,Салават Юлаев,Авангард,1:2,1:3,0:1,:,:
236,234,2014-10-17,Металлург Мг,Ак Барс,0:0,0:0,1:1,0:0,1:0
237,235,2014-10-17,Йокерит,Барыс,1:1,1:0,2:1,:,:
238,236,2014-10-18,Трактор,Слован,1:1,1:1,1:0,:,:
239,237,2014-10-18,Югра,Медвешчак,0:1,1:0,0:0,0:1,:
240,238,2014-10-18,Лада,Атлант,0:0,0:1,1:0,0:0,1:0
241,239,2014-10-18,Нефтехимик,Динамо Мн,1:0,2:2,1:2,1:0,:
242,240,2014-10-19,Адмирал,ХК Сочи,0:0,0:0,0:0,0:0,1:0
243,241,2014-10-19,Амур,Динамо М,1:0,1:2,0:1,:,:
244,242,2014-10-19,Металлург Нк,Локомотив,0:0,0:0,0:1,:,:
245,243,2014-10-19,Сибирь,Витязь,2:0,0:1,0:2,:,:
246,244,2014-10-19,Северсталь,Автомобилист,0:1,2:0,0:1,0:0,1:0
247,245,2014-10-19,СКА,Авангард,0:0,1:1,1:1,1:0,:
248,246,2014-10-19,Торпедо НН,Ак Барс,0:1,1:1,2:0,:,:
249,247,2014-10-19,Динамо Р,Барыс,0:2,1:0,1:1,:,:
250,248,2014-10-19,Йокерит,Салават Юлаев,0:2,1:2,1:0,:,:
251,249,2014-10-20,Трактор,Медвешчак,0:0,1:3,1:1,:,:
252,250,2014-10-20,Югра,Слован,2:1,1:1,0:1,0:0,0:1
253,251,2014-10-20,Лада,Динамо Мн,0:2,0:0,1:1,:,:
254,252,2014-10-20,Нефтехимик,Атлант,0:1,2:1,0:1,:,:
255,253,2014-10-21,Амур,Локомотив,1:1,2:2,1:1,0:0,1:0
256,254,2014-10-21,Адмирал,Витязь,0:1,3:0,2:3,:,:
257,255,2014-10-21,Металлург Нк,Динамо М,1:0,1:1,0:1,0:0,1:0
258,256,2014-10-21,Сибирь,ХК Сочи,0:1,0:0,1:0,0:1,:
259,257,2014-10-21,Северсталь,Металлург Мг,0:1,1:0,0:0,0:0,1:0
260,258,2014-10-21,Торпедо НН,Автомобилист,1:1,1:1,1:0,:,:
261,259,2014-10-21,ЦСКА,Ак Барс,0:0,2:0,0:2,0:0,0:1
262,260,2014-10-21,СКА,Барыс,1:1,3:2,1:0,:,:
263,261,2014-10-21,Йокерит,Авангард,0:0,1:2,0:0,:,:
264,262,2014-10-21,Динамо Р,Салават Юлаев,0:0,0:1,2:0,:,:
265,263,2014-10-22,Трактор,Динамо Мн,0:1,0:1,2:1,:,:
266,264,2014-10-22,Югра,Атлант,2:0,0:1,0:1,0:0,0:1
267,265,2014-10-22,Лада,Медвешчак,1:1,1:0,0:0,:,:
268,266,2014-10-22,Нефтехимик,Слован,0:1,0:1,1:1,:,:
269,267,2014-10-23,Амур,Витязь,2:0,1:1,0:2,0:0,0:1
270,268,2014-10-23,Адмирал,Локомотив,1:0,0:1,0:0,0:0,1:0
271,269,2014-10-23,Металлург Нк,ХК Сочи,0:0,1:0,0:0,:,:
272,270,2014-10-23,Сибирь,Динамо М,2:1,1:3,0:1,:,:
273,271,2014-10-23,Северсталь,Ак Барс,0:0,0:0,1:2,:,:
274,272,2014-10-23,Торпедо НН,Металлург Мг,0:1,1:0,0:0,0:0,1:0
275,273,2014-10-23,ЦСКА,Автомобилист,0:1,2:0,0:0,:,:
276,274,2014-10-23,СКА,Салават Юлаев,2:0,2:2,3:0,:,:
277,275,2014-10-23,Динамо Р,Авангард,1:0,1:0,0:2,0:0,1:0
278,276,2014-10-24,Трактор,Атлант,0:1,2:0,0:0,:,:
279,277,2014-10-24,Югра,Динамо Мн,2:3,0:3,0:0,:,:
280,278,2014-10-24,Лада,Слован,1:1,0:3,2:2,:,:
